Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
15;1106915;Свободная форма с печатью работодателя;Ремонт;1;0.27;мужской;2;0;среднее-специальное;специалист;>250;3;53;27;Торговля;ООО;повторный брак;3;2;2;2;2;0;0;0;0;0;0;0;2;17;2;0;0;11;43;0;0;0;0;0;0;0
15;1106935;Форма банка (без печати работодателя);Покупка автомобиля;1;0.3;мужской;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1106955;2НДФЛ;Ремонт;1;0.33;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;47;29;Торговля;ООО;женат / замужем;1;1;1;1;1;0.2;0;0;0;0;0.1666666667;1;5;32;6;0;0;21;90;1;1;0;0;0;0;0
15;1106975;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;среднее;менеджер среднего звена;>250;0;97;43;Торговля;ООО;холост / не замужем;5;1;0;0;0;0.1024390244;0;2;0;0;0.3333333333;3;6;184;9;1;4;3;89;1;0;0;0;0;0;0
15;1106995;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;менеджер среднего звена;>250;0;35;38;Торговля;ООО;холост / не замужем;2;1;0;0;0;0.0555555556;0;1;0;0;0.25;3;5;68;8;2;0;5;32;1;0;0;0;0;0;0
15;1107015;Поступление зарплаты на счет;Покупка автомобиля;0;0.24;женский;0;0;высшее;менеджер по продажам;>250;0;17;23;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107035;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.45;мужской;1;0;среднее-специальное;специалист;< 50;1;17;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107055;2НДФЛ;Покупка земли;1;0.52;мужской;0;0;второе высшее;рабочий;>250;0;84;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107075;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.17;женский;0;0;среднее-специальное;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107095;Форма банка (без печати работодателя);Покупка автомобиля;0;0.28;женский;2;0;высшее;менеджер среднего звена;>250;0;62;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107115;Поступление зарплаты на счет;Ремонт;1;0.14;мужской;1;0;незаконченное высшее;специалист;>250;0;6;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107135;Поступление зарплаты на счет;Покупка автомобиля;1;0.38;мужской;1;0;среднее-специальное;рабочий;>250;1;47;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107155;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.37;женский;1;0;высшее;вспомогательный персонал;< 50;0;126;39;Торговля;ООО;разведен / разведена;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1107175;Форма банка (без печати работодателя);Покупка автомобиля;1;0.31;мужской;2;0;среднее-специальное;менеджер высшего звена;< 50;0;58;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107195;Поступление зарплаты на счет;Покупка автомобиля;1;0.19;мужской;1;0;среднее-специальное;рабочий;>250;1;84;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107215;Поступление зарплаты на счет;Отпуск;1;0.34;мужской;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107235;Форма банка (без печати работодателя);Ремонт;0;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107255;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.13;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;46;50;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1515151515;0;0;0;0;1;1;0;84;1;0;0;97;97;1;0;0;0;0;0;0
15;1107275;;Ремонт;0;;мужской;2;0;Высшее/Второе высшее/Ученая степень;другое;;0;40;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107295;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.47;женский;0;0;высшее;торговый представитель;>250;0;19;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107315;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;специалист;>250;3;60;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107335;Форма банка (без печати работодателя);Покупка земли;1;0.49;мужской;0;0;высшее;менеджер высшего звена;< 50;0;84;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107355;Форма банка (без печати работодателя);Покупка мебели;1;0.4;мужской;0;0;высшее;специалист;< 50;0;54;46;Информационные технологии;ООО;женат / замужем;2;0;0;0;0;0;0;0;0;0;0.4;2;3;258;5;0;1;35;99;0;0;0;0;0;0;0
15;1107375;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107395;2НДФЛ;Ремонт;0;0.5;женский;1;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107415;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;высшее;рабочий;>250;0;138;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107435;Поступление зарплаты на счет;Покупка автомобиля;1;0.38;мужской;2;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107455;Поступление зарплаты на счет;Покупка автомобиля;0;0.57;мужской;0;0;высшее;менеджер среднего звена;>250;0;53;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0843373494;1;0;0;0;0.3333333333;3;6;76;9;2;2;7;48;1;0;0;0;0;0;0
15;1107475;Форма банка (без печати работодателя);Покупка автомобиля;1;0.28;мужской;2;0;высшее;специалист;< 50;0;63;32;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0094339623;1;0;0;0;0.1428571429;1;6;105;7;1;3;13;69;1;0;0;0;0;0;0
15;1107495;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;высшее;вспомогательный персонал;>250;0;7;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107515;Форма банка (без печати работодателя);Покупка автомобиля;1;0.45;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107535;Форма банка (без печати работодателя);Отпуск;1;0.28;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107555;Форма банка (без печати работодателя);Ремонт;0;0.43;женский;2;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;59;36;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.5526315789;0;0;0;0;0.6666666667;2;1;17;3;1;1;14;18;1;0;0;0;0;0;0
15;1107575;Форма банка (без печати работодателя);Ремонт;0;0.13;женский;0;0;высшее;специалист;>250;0;150;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107595;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.56;женский;2;0;высшее;специалист;>250;0;150;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107615;2НДФЛ;Покупка недвижимости/ строительство;1;0.16;мужской;0;0;среднее-специальное;рабочий;>250;3;334;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107635;2НДФЛ;Ремонт;0;0.54;мужской;1;0;высшее;специалист;>250;0;22;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107655;Поступление зарплаты на счет;Ремонт;1;0.47;женский;1;0;высшее;торговый представитель;>250;1;66;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107675;2НДФЛ;Ремонт;1;0.41;женский;0;0;высшее;специалист;>250;1;39;28;Торговля;Иная форма;холост / не замужем;1;1;0;0;0;0.0128205128;0;0;0;0;0.3333333333;2;4;231;6;1;1;30;88;1;0;0;0;0;0;0
15;1107695;Поступление зарплаты на счет;Ремонт;0;0.48;женский;0;0;высшее;менеджер по продажам;>250;0;31;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107715;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.53;мужской;2;1;среднее-специальное;менеджер среднего звена;< 50;0;75;38;Другое;Иная форма;женат / замужем;2;1;1;1;1;0.0511627907;1;2;0;0;0.4;5;5;204;10;3;2;4;95;1;0;0;0;0;0;0
15;1107735;Форма банка (без печати работодателя);Ремонт;1;0.46;женский;1;0;высшее;специалист;>250;0;224;37;Информационные технологии;ОАО;разведен / разведена;1;0;0;0;0;0.1153846154;0;0;0;0;0.5;3;3;69;6;1;2;9;67;1;0;0;0;0;0;0
15;1107755;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.48;женский;0;0;высшее;менеджер высшего звена;< 50;3;26;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107775;Форма банка (без печати работодателя);Отпуск;1;0.37;женский;0;0;высшее;менеджер среднего звена;>250;0;22;31;Другое;ООО;холост / не замужем;2;2;0;0;0;0.1023622047;0;0;0;0;0.3333333333;4;5;114;9;2;0;12;101;1;1;0;0;0;0;0
15;1107795;Форма банка (без печати работодателя);Покупка автомобиля;1;0.34;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;41;34;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1140350877;0;0;0;0;0.5;2;2;101;4;1;1;20;75;1;0;0;0;0;0;0
15;1107815;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;0;0;высшее;специалист;>250;0;11;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107835;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;0;0;среднее-специальное;рабочий;>250;1;268;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107855;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.32;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107875;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;2;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107895;2НДФЛ;Покупка автомобиля;0;0.44;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;35;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107915;2НДФЛ;Ремонт;0;;женский;0;0;второе высшее;специалист;;1;69;38;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1107935;Форма банка (без печати работодателя);Ремонт;1;0.23;мужской;1;0;среднее-специальное;вспомогательный персонал;< 50;0;21;41;Другое;ООО;женат / замужем;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1107955;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;0;10;33;Торговля;ООО;холост / не замужем;3;2;2;2;1;0.0466321244;0;0;0;0;0.2727272727;3;8;184;11;1;2;27;103;1;0;0;0;0;0;0
15;1107975;Поступление зарплаты на счет;Отпуск;1;0.22;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;10;28;Другое;Иная форма;женат / замужем;1;1;1;1;1;0.4666666667;0;0;0;0;0;0;1;8;1;0;0;54;54;1;0;0;0;0;0;0
15;1107995;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;мужской;0;0;среднее;вспомогательный персонал;>250;1;12;25;Другое;ООО;холост / не замужем;4;2;2;1;1;;;;;;;;;;;;;;;;;;;;;
15;1108015;2НДФЛ;Ремонт;1;0.28;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;3;120;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108035;2НДФЛ;Ремонт;0;0.33;мужской;0;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108055;Свободная форма с печатью работодателя;Ремонт;1;0.38;мужской;0;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108075;Свободная форма с печатью работодателя;Ремонт;1;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108095;2НДФЛ;Покупка автомобиля;1;0.37;мужской;0;0;высшее;вспомогательный персонал;>250;3;29;26;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;1;0;0;1;1;0;2;1;0;0;5;5;0;0;0;0;0;0;0
15;1108115;Поступление зарплаты на счет;Ремонт;1;0.26;мужской;2;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108135;Форма банка (без печати работодателя);Ремонт;0;0.32;женский;2;0;высшее;менеджер среднего звена;< 50;0;100;42;Торговля;ООО;женат / замужем;0;0;0;0;0;0.027027027;0;0;0;0;0;0;4;72;4;0;4;35;91;1;0;0;0;0;0;0
15;1108155;Поступление зарплаты на счет;Покупка автомобиля;0;0.55;мужской;1;0;высшее;специалист;>250;0;25;38;Другое;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.6666666667;2;1;52;3;1;0;7;102;0;0;0;0;0;0;0
15;1108175;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;0;0;высшее;менеджер по продажам;< 50;0;10;27;Торговля;ООО;женат / замужем;2;2;1;1;1;0.1411764706;0;0;0;0;0.6666666667;4;2;73;6;2;0;8;33;1;0;0;0;0;0;0
15;1108195;Поступление зарплаты на счет;Покупка автомобиля;0;0.33;женский;1;0;высшее;специалист;>250;0;12;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108215;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;1;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108235;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.55;мужской;0;0;среднее-специальное;рабочий;>250;1;114;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108255;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.23;мужской;0;0;высшее;вспомогательный персонал;>250;0;99;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108275;Форма банка (без печати работодателя);Другое;1;0.41;женский;0;0;высшее;менеджер среднего звена;< 50;0;22;37;Торговля;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;1;2;0;49;2;1;0;29;29;0;0;0;0;0;0;0
15;1108295;2НДФЛ;Отпуск;0;0.31;мужской;1;0;среднее-специальное;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108315;Форма банка (без печати работодателя);Лечение;0;0.28;женский;0;0;среднее-специальное;специалист;>250;0;24;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;32;1;1;0;31;31;0;0;0;0;0;0;0
15;1108335;Форма банка (без печати работодателя);Ремонт;1;0.51;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108355;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108375;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;267;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108395;Поступление зарплаты на счет;Ремонт;1;0.27;мужской;0;0;высшее;специалист;>250;0;70;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108415;Форма банка (без печати работодателя);Покупка автомобиля;1;0.33;мужской;0;0;высшее;рабочий;>250;0;29;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108435;Свободная форма с печатью работодателя;Ремонт;1;0.23;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108455;Свободная форма с печатью работодателя;Ремонт;0;0.52;женский;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108475;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;0;0;высшее;менеджер высшего звена;< 50;0;59;29;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.1944444444;1;0;0;0;0.3;3;7;116;10;2;0;17;95;1;1;1;0;0;0;0
15;1108495;Свободная форма с печатью работодателя;Покупка бытовой техники;1;0.36;мужской;0;0;высшее;специалист;< 50;0;33;31;Торговля;ООО;разведен / разведена;1;1;0;0;0;0.034965035;1;0;0;0;0.1538461538;2;11;138;13;1;2;4;86;1;0;0;0;0;0;0
15;1108515;Поступление зарплаты на счет;Покупка автомобиля;0;0.43;мужской;2;0;высшее;специалист;>250;0;46;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108535;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.18;мужской;0;0;среднее-специальное;рабочий;< 50;0;22;29;Другое;ООО;холост / не замужем;1;1;1;1;1;0.0784313725;1;0;0;0;0;0;3;47;3;0;2;10;92;1;0;0;0;0;0;0
15;1108555;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;1;0;среднее;рабочий;>250;0;7;46;Торговля;ООО;женат / замужем;3;2;1;1;0;0;0;0;0;0;0.3333333333;2;4;87;6;1;3;7;99;0;0;0;0;0;0;0
15;1108575;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.22;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108595;2НДФЛ;Ремонт;0;0.26;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;7;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108615;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;0;0;высшее;менеджер среднего звена;>250;0;46;52;Торговля;ООО;женат / замужем;2;0;0;0;0;0.006741573;1;0;0;0;0.2222222222;5;13;442;18;2;3;8;108;1;0;0;0;0;0;0
15;1108635;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;специалист;>250;0;105;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108655;2НДФЛ;Покупка автомобиля;1;0.59;мужской;3;0;среднее-специальное;менеджер среднего звена;>250;0;93;40;Другое;ЗАО;женат / замужем;3;3;3;0;0;0.0151515152;1;0;0;0;0.1666666667;1;5;65;6;0;0;10;102;1;0;0;0;0;0;0
15;1108675;Поступление зарплаты на счет;Покупка бытовой техники;1;0.49;мужской;0;0;незаконченное высшее;рабочий;>250;1;53;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108695;2НДФЛ;Ремонт;1;0.49;женский;3;0;среднее-специальное;вспомогательный персонал;>250;3;307;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108715;2НДФЛ;Ремонт;1;0.41;женский;0;0;высшее;специалист;>250;0;52;32;Торговля;ЗАО;женат / замужем;7;7;7;4;2;0.2842105263;0;1;1;1;0.5;3;3;68;6;2;0;-1;73;1;1;0;0;0;0;0
15;1108735;2НДФЛ;Ремонт;1;0.58;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108755;2НДФЛ;Ремонт;0;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;117;38;Юридические услуги;ЗАО;женат / замужем;2;2;2;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
15;1108775;Поступление зарплаты на счет;Ремонт;1;0.52;женский;0;0;высшее;вспомогательный персонал;>250;1;18;25;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;12;2;0;0;29;29;0;0;0;0;0;0;0
15;1108795;Поступление зарплаты на счет;Ремонт;0;0.21;мужской;2;0;среднее;менеджер среднего звена;>250;0;54;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108815;Форма банка (без печати работодателя);Покупка автомобиля;0;0.21;мужской;0;0;среднее-специальное;специалист;>250;0;8;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108835;Форма банка (без печати работодателя);Ремонт;0;0.39;мужской;3;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108855;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;женский;0;0;высшее;менеджер среднего звена;>250;1;19;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;0;0;73;73;0;0;0;0;0;0;0
15;1108875;Поступление зарплаты на счет;Ремонт;1;0.18;мужской;0;0;высшее;рабочий;>250;0;14;42;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;14;2;1;0;25;97;0;0;0;0;0;0;0
15;1108895;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;2;0;среднее;рабочий;>250;0;309;41;Другое;ОАО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0;0;1;38;1;0;1;51;51;0;0;0;0;0;0;0
15;1108915;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.4;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108935;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.23;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1108955;Поступление зарплаты на счет;Ремонт;1;0.32;мужской;0;0;высшее;менеджер по продажам;>250;0;45;28;Торговля;ООО;повторный брак;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1108975;Свободная форма с печатью работодателя;Ремонт;0;0.35;мужской;0;0;высшее;специалист;>250;1;35;29;Торговля;ООО;женат / замужем;3;3;3;2;2;0.1153846154;0;0;0;0;0.5;1;1;23;2;1;1;12;17;1;0;0;0;0;0;0
15;1108995;Поступление зарплаты на счет;Ремонт;0;0.36;женский;0;0;среднее-специальное;рабочий;>250;1;400;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109015;2НДФЛ;Покупка земли;1;0.58;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;141;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109035;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;среднее;менеджер среднего звена;>250;0;120;51;Торговля;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
15;1109055;2НДФЛ;Ремонт;0;0.47;мужской;0;0;незаконченное высшее;рабочий;>250;1;29;28;Торговля;ООО;женат / замужем;2;2;1;1;0;0.1454545455;0;0;0;0;0.6;3;2;47;5;1;0;10;48;1;1;0;0;0;0;0
15;1109075;Поступление зарплаты на счет;Отпуск;0;0.51;женский;0;0;высшее;специалист;>250;0;14;29;Торговля;ООО;гражданский брак;0;0;0;0;0;0.1923076923;0;0;0;0;0.5;1;1;21;2;0;0;13;14;1;0;0;0;0;0;0
15;1109095;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.58;мужской;1;0;второе высшее;менеджер среднего звена;>250;0;93;38;Торговля;ОАО;разведен / разведена;1;1;0;0;0;0;1;1;0;0;0.5;3;3;63;6;1;0;5;67;0;0;0;0;0;0;0
15;1109115;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.35;женский;0;0;высшее;специалист;< 50;0;54;30;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.5;1;1;65;2;0;1;28;67;0;0;0;0;0;0;0
15;1109135;2НДФЛ;Покупка недвижимости/ строительство;0;0.48;мужской;0;0;высшее;менеджер среднего звена;>250;1;46;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109155;Поступление зарплаты на счет;Покупка земли;1;0.59;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109175;Поступление зарплаты на счет;Покупка мебели;1;0.5;женский;1;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109195;Поступление зарплаты на счет;Отпуск;0;0.57;женский;0;0;высшее;специалист;>250;0;48;30;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109215;Поступление зарплаты на счет;Ремонт;1;0.22;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109235;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;349;47;Другое;ОАО;женат / замужем;4;2;2;2;2;0.0168067227;0;0;0;0;0.1428571429;1;6;117;7;0;2;13;105;1;0;0;0;0;0;0
15;1109255;Свободная форма с печатью работодателя;Покупка бытовой техники;1;0.19;мужской;0;0;высшее;менеджер среднего звена;>250;1;18;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109275;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;141;53;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109295;Поступление зарплаты на счет;Ремонт;1;0.48;женский;0;0;высшее;специалист;>250;0;58;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109315;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;1;0;незаконченное высшее;менеджер среднего звена;>250;0;97;38;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.007751938;0;2;1;1;0.4;4;6;128;10;1;4;1;103;1;0;0;0;0;0;0
15;1109335;Свободная форма с печатью работодателя;Ремонт;1;0.47;женский;1;0;среднее-специальное;специалист;< 50;0;6;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109355;2НДФЛ;Покупка автомобиля;0;0.28;мужской;0;0;высшее;менеджер среднего звена;< 50;0;33;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109375;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;0;0;незаконченное высшее;менеджер высшего звена;< 50;0;14;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1109395;Поступление зарплаты на счет;Покупка земли;1;0.36;мужской;2;0;высшее;менеджер среднего звена;>250;1;144;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
