Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
15;1021635;2НДФЛ;Ремонт;1;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;57;36;Торговля;ООО;женат / замужем;2;2;2;1;1;;;;;;;;;;;;;;;;;;;;;
15;1021655;2НДФЛ;Покупка автомобиля;1;0.54;женский;1;0;высшее;специалист;>250;1;58;27;Другое;ОАО;холост / не замужем;1;1;1;1;1;0.1565217391;1;0;0;0;0.4444444444;4;5;97;9;2;2;10;79;1;1;1;0;0;0;0
15;1021675;Поступление зарплаты на счет;Ремонт;0;0.48;мужской;1;0;незаконченное высшее;специалист;>250;0;103;30;Другое;ООО;холост / не замужем;0;0;0;0;0;0.2815533981;0;0;0;0;0.5;2;2;74;4;1;2;24;85;1;0;0;0;0;0;0
15;1021695;Поступление зарплаты на счет;Ремонт;1;0.18;женский;0;0;высшее;менеджер среднего звена;>250;0;36;27;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.5;1;1;36;2;0;0;46;54;0;0;0;0;0;0;0
15;1021715;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;высшее;специалист;>250;0;52;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021735;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021755;Поступление зарплаты на счет;Покупка автомобиля;0;0.32;мужской;0;0;высшее;рабочий;>250;1;137;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021775;2НДФЛ;Ремонт;0;0.17;мужской;0;0;высшее;специалист;< 50;0;41;31;Другое;Государственное предприятие;женат / замужем;2;0;0;0;0;0.2814814815;0;0;0;0;0.6;3;2;97;5;1;1;12;55;1;1;0;0;0;0;0
15;1021795;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;< 50;0;117;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021815;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.49;женский;0;0;второе высшее;специалист;>250;1;55;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.3928571429;1;0;0;0;0.25;1;3;102;4;0;2;67;87;1;0;0;0;0;0;0
15;1021835;Поступление зарплаты на счет;Покупка автомобиля;1;0.24;женский;0;0;высшее;специалист;>250;0;42;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021855;Форма банка (без печати работодателя);Ремонт;1;0.04;женский;0;0;высшее;менеджер среднего звена;>250;0;15;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021875;Поступление зарплаты на счет;Ремонт;0;0.4;женский;0;0;высшее;менеджер среднего звена;>250;0;37;38;Торговля;ОАО;холост / не замужем;1;1;1;0;0;0.0454545455;0;0;0;0;0;0;7;42;7;0;5;8;75;1;0;0;0;0;0;0
15;1021895;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.53;женский;2;0;высшее;вспомогательный персонал;>250;0;46;39;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;29;1;0;0;27;27;0;0;0;0;0;0;0
15;1021915;2НДФЛ;Покупка недвижимости/ строительство;1;0.18;мужской;2;0;высшее;менеджер среднего звена;>250;0;78;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021935;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;вспомогательный персонал;>250;1;83;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021955;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.48;мужской;1;0;высшее;торговый представитель;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021975;Форма банка (без печати работодателя);Ремонт;1;0.21;женский;0;0;второе высшее;специалист;>250;0;10;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1021995;Форма банка (без печати работодателя);Отпуск;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;117;29;Торговля;ООО;холост / не замужем;2;1;0;0;0;0.0429447853;0;0;0;0;0.3636363636;4;7;156;11;2;3;7;68;1;0;0;0;0;0;0
15;1022015;Поступление зарплаты на счет;Ремонт;1;0.15;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022035;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.26;женский;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;107;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022055;Поступление зарплаты на счет;Покупка мебели;0;0.39;мужской;2;0;среднее;рабочий;>250;0;55;37;Другое;ЗАО;женат / замужем;1;0;0;0;0;0.1393442623;0;0;0;0;0.2727272727;3;8;105;11;3;1;11;58;1;0;0;0;0;0;0
15;1022075;Форма банка (без печати работодателя);Ремонт;0;0.24;женский;0;0;среднее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022095;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;< 50;0;13;25;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1022115;Поступление зарплаты на счет;Ремонт;0;0.44;мужской;0;0;среднее-специальное;специалист;>250;0;229;46;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022135;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.38;мужской;6;0;среднее-специальное;рабочий;>250;0;6;51;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;30;2;0;2;16;73;0;0;0;0;0;0;0
15;1022155;Поступление зарплаты на счет;Ремонт;0;0.45;мужской;1;0;высшее;менеджер среднего звена;>250;3;12;39;Другое;ООО;разведен / разведена;0;0;0;0;0;0.0070921986;1;1;0;0;0.5;4;4;140;8;3;3;4;101;1;0;0;0;0;0;0
15;1022175;Поступление зарплаты на счет;Ремонт;0;0.1;мужской;2;0;высшее;вспомогательный персонал;>250;0;36;34;Торговля;ООО;женат / замужем;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;
15;1022195;2НДФЛ;Покупка автомобиля;1;0.53;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;277;51;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022215;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.4;мужской;0;0;среднее-специальное;рабочий;>250;1;52;49;Другое;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0;0;1;27;1;0;1;33;33;0;0;0;0;0;0;0
15;1022235;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;0;0;высшее;специалист;>250;0;118;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022255;Поступление зарплаты на счет;Покупка автомобиля;0;0.2;мужской;0;0;высшее;торговый представитель;>250;0;60;25;Другое;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.3333333333;1;2;14;3;1;1;8;13;0;0;0;0;0;0;0
15;1022275;2НДФЛ;Ремонт;1;0.22;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022295;Поступление зарплаты на счет;Ремонт;0;0.35;женский;0;0;высшее;менеджер среднего звена;>250;0;63;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022315;2НДФЛ;Покупка автомобиля;1;0.3;мужской;0;2;высшее;специалист;>250;3;23;42;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022335;Форма банка (без печати работодателя);Ремонт;1;0.41;женский;1;0;высшее;специалист;>250;0;11;30;Другое;ЗАО;женат / замужем;1;1;1;0;0;0.0510204082;1;0;0;0;0.5;3;3;279;6;0;0;68;86;1;0;0;0;0;0;0
15;1022355;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;122;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022375;Поступление зарплаты на счет;Ремонт;0;0.49;мужской;4;0;высшее;специалист;>250;0;151;37;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0.0128755365;1;0;0;0;0.5;7;7;230;14;4;1;13;109;1;0;0;0;0;0;0
15;1022395;2НДФЛ;Ремонт;0;0.24;женский;2;0;высшее;менеджер среднего звена;>250;1;25;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022415;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;29;36;Торговля;ООО;женат / замужем;7;4;1;0;0;0.0065359477;1;1;1;1;0.6;6;4;152;10;4;2;1;91;1;0;0;0;0;0;0
15;1022435;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;14;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022455;Свободная форма с печатью работодателя;Ремонт;0;0.47;мужской;0;0;высшее;менеджер по продажам;>250;3;17;25;Другое;ООО;холост / не замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
15;1022475;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;0;0;высшее;рабочий;>250;0;10;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022495;Поступление зарплаты на счет;Отпуск;1;0.56;женский;0;0;высшее;вспомогательный персонал;>250;1;6;35;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022515;2НДФЛ;Покупка недвижимости/ строительство;1;0.41;мужской;0;0;высшее;специалист;>250;0;38;25;Другое;ОАО;холост / не замужем;3;3;3;3;2;0;0;0;0;0;1;1;0;4;1;0;0;7;7;0;0;0;0;0;0;0
15;1022535;Форма банка (без печати работодателя);Ремонт;1;0.16;женский;0;0;высшее;специалист;< 50;0;26;28;Торговля;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.5;1;1;22;2;1;0;14;15;0;0;0;0;0;0;0
15;1022555;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;20;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022575;Поступление зарплаты на счет;Покупка мебели;1;0.27;мужской;1;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022595;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022615;2НДФЛ;Ремонт;0;0.25;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;123;32;Торговля;ООО;женат / замужем;2;1;1;1;0;0.390625;0;0;0;0;0.2;1;4;39;5;1;0;11;83;1;1;0;0;1;0;0
15;1022635;Поступление зарплаты на счет;Ремонт;1;0.19;мужской;0;0;высшее;менеджер среднего звена;>250;0;257;52;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;42;4;0;2;6;82;0;0;0;0;0;0;0
15;1022655;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;2;0;высшее;менеджер высшего звена;< 50;0;33;41;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.5;3;1;77;4;1;1;5;74;0;0;0;0;0;0;0
15;1022675;2НДФЛ;Ремонт;1;0.42;мужской;0;0;высшее;рабочий;>250;0;86;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022695;Форма банка (без печати работодателя);Покупка автомобиля;0;0.16;женский;1;0;высшее;менеджер среднего звена;>250;0;30;24;Торговля;ООО;разведен / разведена;1;0;0;0;0;0;0;1;0;0;0.1111111111;1;8;62;9;1;3;3;63;0;0;0;0;0;0;0
15;1022715;Поступление зарплаты на счет;Ремонт;1;0.24;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;142;39;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.25;1;3;59;4;0;2;11;35;0;0;0;0;0;0;0
15;1022735;2НДФЛ;Ремонт;1;0.54;мужской;0;0;высшее;специалист;>250;3;72;28;Другое;Государственное предприятие;женат / замужем;3;3;3;1;1;0;1;0;0;0;1;2;0;25;2;1;0;20;27;0;0;0;0;0;0;0
15;1022755;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;23;43;Торговля;ООО;разведен / разведена;1;1;0;0;0;0.0161290323;1;0;0;0;0.6666666667;2;1;61;3;1;0;30;38;1;0;0;0;0;0;0
15;1022775;Поступление зарплаты на счет;Ремонт;1;0.34;мужской;0;0;высшее;специалист;>250;0;27;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022795;Поступление зарплаты на счет;Ремонт;1;0.25;женский;2;0;среднее-специальное;специалист;>250;0;28;38;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1022815;2НДФЛ;Покупка недвижимости/ строительство;0;0.56;женский;0;0;среднее-специальное;специалист;>250;0;357;49;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022835;Поступление зарплаты на счет;Обучение;1;0.42;женский;1;0;среднее;вспомогательный персонал;>250;1;33;40;Торговля;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.4;2;3;71;5;2;3;10;24;0;0;0;0;0;0;0
15;1022855;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;2;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022875;2НДФЛ;Лечение;1;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;244;52;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022895;Поступление зарплаты на счет;Ремонт;1;0.3;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;78;31;Торговля;ООО;женат / замужем;2;0;0;0;0;0.0789473684;0;2;2;0;0.6;3;2;35;5;2;0;2;52;1;0;0;0;0;0;0
15;1022915;Форма банка (без печати работодателя);Покупка автомобиля;1;0.17;мужской;1;0;высшее;менеджер высшего звена;< 50;0;87;41;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;79;3;0;1;25;40;0;0;0;0;0;0;0
15;1022935;2НДФЛ;Ремонт;1;0.39;мужской;0;0;незаконченное высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022955;2НДФЛ;Обучение;1;0.31;мужской;1;0;незаконченное высшее;рабочий;>250;0;24;25;Другое;ОАО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022975;2НДФЛ;Покупка земли;0;0.1;мужской;0;0;среднее;вспомогательный персонал;>250;0;109;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1022995;Поступление зарплаты на счет;Ремонт;0;0.57;мужской;1;0;среднее-специальное;рабочий;>250;0;6;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023015;Поступление зарплаты на счет;Покупка бытовой техники;1;0.33;мужской;1;0;высшее;рабочий;>250;0;10;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023035;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;116;42;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.0216450216;0;0;0;0;0.5714285714;8;6;226;14;3;1;8;97;1;0;0;0;0;0;0
15;1023055;2НДФЛ;Покупка автомобиля;0;;женский;0;0;высшее;другое;;0;28;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023075;Поступление зарплаты на счет;Ремонт;0;0.54;мужской;1;0;высшее;менеджер среднего звена;>250;1;40;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023095;2НДФЛ;Ремонт;0;0.56;женский;1;0;высшее;менеджер среднего звена;>250;0;87;49;Информационные технологии;ОАО;разведен / разведена;1;1;0;0;0;0.0416666667;1;1;1;0;1;2;0;23;2;2;0;2;19;1;0;0;0;0;0;0
15;1023115;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.36;мужской;0;0;среднее;вспомогательный персонал;>250;0;40;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023135;2НДФЛ;Покупка автомобиля;0;;женский;0;0;второе высшее;другое;;1;101;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023155;2НДФЛ;Ремонт;1;0.45;мужской;1;0;высшее;специалист;>250;3;12;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023175;2НДФЛ;Ремонт;0;0.36;мужской;0;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023195;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;1;0;высшее;менеджер высшего звена;< 50;0;68;46;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0606060606;0;0;0;0;1;2;0;31;2;1;0;16;22;1;0;0;0;0;0;0
15;1023215;Свободная форма с печатью работодателя;Ремонт;0;0.4;женский;0;0;высшее;специалист;>250;1;22;30;Торговля;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0;0;2;11;2;0;0;69;86;0;0;0;0;0;0;0
15;1023235;Поступление зарплаты на счет;Ремонт;1;0.33;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023255;Поступление зарплаты на счет;Ремонт;1;0.14;мужской;1;0;высшее;менеджер высшего звена;>250;0;21;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023275;2НДФЛ;Покупка недвижимости/ строительство;1;0.35;мужской;1;0;высшее;рабочий;>250;1;6;31;Торговля;ОАО;гражданский брак;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1023295;2НДФЛ;Ремонт;1;0.42;мужской;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023315;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;0;0;высшее;специалист;>250;0;25;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023335;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;1;6;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023355;Поступление зарплаты на счет;Ремонт;0;0.2;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;132;57;Другое;ООО;женат / замужем;0;0;0;0;0;0.0833333333;0;0;0;0;0.5;1;1;44;2;0;1;22;30;1;0;0;0;0;0;0
15;1023375;Поступление зарплаты на счет;Покупка автомобиля;0;0.28;мужской;4;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;49;38;Другое;ООО;женат / замужем;0;0;0;0;0;0.4360902256;0;0;0;0;0.2;1;4;75;5;0;1;24;72;1;1;0;0;0;0;0
15;1023395;Форма банка (без печати работодателя);Покупка автомобиля;1;0.42;мужской;1;0;высшее;менеджер среднего звена;< 50;0;16;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023415;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;336;48;Другое;Государственное предприятие;женат / замужем;1;0;0;0;0;0.05;0;0;0;0;0.5;5;5;171;10;2;2;7;87;1;1;0;0;0;0;0
15;1023435;2НДФЛ;Ремонт;0;0.29;мужской;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023455;Поступление зарплаты на счет;Ремонт;0;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;52;28;Информационные технологии;ОАО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;2;0;17;2;2;0;6;9;0;0;0;0;0;0;0
15;1023475;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023495;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;3;0;высшее;менеджер высшего звена;< 50;0;53;51;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023515;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;60;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023535;Поступление зарплаты на счет;Покупка мебели;0;0.58;женский;1;0;высшее;специалист;>250;1;79;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023555;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;высшее;менеджер высшего звена;>250;0;16;58;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023575;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;мужской;0;0;высшее;специалист;>250;0;18;25;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1023595;Поступление зарплаты на счет;Ремонт;0;0.36;мужской;2;0;среднее-специальное;рабочий;>250;0;274;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023615;Поступление зарплаты на счет;Ремонт;1;0.29;женский;0;0;высшее;специалист;>250;0;33;25;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023635;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.28;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;45;27;Другое;Иная форма;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;18;2;0;0;12;36;0;0;0;0;0;0;0
15;1023655;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;8;26;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
15;1023675;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.5;мужской;2;0;высшее;менеджер среднего звена;>250;0;131;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023695;Поступление зарплаты на счет;Ремонт;1;0.43;женский;0;0;высшее;рабочий;>250;0;69;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023715;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.15;мужской;0;0;высшее;специалист;>250;0;168;44;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;58;4;0;0;3;86;0;0;0;0;0;0;0
15;1023735;Поступление зарплаты на счет;Отпуск;1;0.42;мужской;0;0;среднее-специальное;менеджер по продажам;>250;0;47;33;Торговля;ООО;разведен / разведена;3;2;2;1;1;0.1025641026;1;1;0;0;0.4;2;3;35;5;2;0;4;78;1;0;0;0;0;0;0
15;1023755;Поступление зарплаты на счет;Ремонт;0;0.51;мужской;0;0;среднее;рабочий;>250;1;57;49;Другое;ООО;женат / замужем;0;0;0;0;0;0.0789473684;0;0;0;0;1;3;0;35;3;2;0;12;23;1;0;0;0;0;0;0
15;1023775;2НДФЛ;Ремонт;1;0.2;женский;0;0;среднее-специальное;специалист;>250;3;363;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023795;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;2;0;незаконченное высшее;менеджер среднего звена;>250;0;33;33;Информационные технологии;ОАО;повторный брак;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;49;3;1;0;26;67;0;0;0;0;0;0;0
15;1023815;Свободная форма с печатью работодателя;Ремонт;1;0.35;мужской;0;0;высшее;рабочий;>250;0;68;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023835;Свободная форма с печатью работодателя;Ремонт;1;0.58;женский;0;0;высшее;менеджер среднего звена;>250;0;56;47;Информационные технологии;ООО;холост / не замужем;3;1;1;0;0;0.0082644628;0;1;0;0;1;4;0;120;4;1;0;5;55;1;0;0;0;0;0;0
15;1023855;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;1;8;25;Торговля;ООО;разведен / разведена;1;0;0;0;0;0.0357142857;0;3;2;2;0.6666666667;4;2;27;6;1;0;1;17;1;0;0;0;0;0;0
15;1023875;Форма банка (без печати работодателя);Ремонт;1;0.44;женский;0;0;незаконченное высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023895;2НДФЛ;Ремонт;0;0.54;мужской;2;0;высшее;торговый представитель;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023915;2НДФЛ;Ремонт;0;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;43;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023935;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;172;48;Другое;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.4;4;6;184;10;1;3;15;89;0;0;0;0;0;0;0
15;1023955;Форма банка (без печати работодателя);Отпуск;1;0.46;женский;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023975;Поступление зарплаты на счет;Покупка мебели;1;0.57;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1023995;Свободная форма с печатью работодателя;Ремонт;1;0.46;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;1024015;2НДФЛ;Ремонт;1;0.45;женский;0;0;высшее;вспомогательный персонал;>250;1;149;37;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.1428571429;1;6;32;7;1;0;7;96;0;0;0;0;0;0;0
15;1024035;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;2;0;высшее;рабочий;>250;0;27;28;Другое;ОАО;женат / замужем;4;2;1;1;0;0.0285714286;1;0;0;0;0.5;2;2;68;4;1;0;14;75;1;0;0;0;0;0;0
15;1024055;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;69;30;Другое;ОАО;холост / не замужем;1;1;1;1;1;0.0135135135;1;0;0;0;0.5714285714;4;3;146;7;1;0;8;76;1;0;0;0;0;0;0
